name,ratings,date,helpful,comment
Ariel Ng,5,2020年1月24日,7,很好玩！角色很有設計感我太喜歡了，後來發現網址Krssg．￠óＭ上面有滿V版可以玩，資源元寶都無限發給您，只為了回饋玩家留住玩家。技能也都蠻特別的，故事劇情也都很不錯。只要有心慢慢練也能玩的起來的遊戲，推薦大家！不課金、運氣差也能玩的起來！優良又佛心的遊戲！ 建議改進： 1. 活動可以多一些！！！ 2. 每日登入的獎勵沒什麼特別，可以試試跟一些節日或活動結合，登入送獎勵（例如：過年期間登入送～） 3. 角色傳記拜託了！故事真的做的超好但更新速度實在太慢了，期待你們更新！ 4. 鎖定系統有時候會亂跳，跳到其他怪身上，建議改進，加油！ = ）
bukshi neeze,5,2020年2月28日,15,相信你會喜歡上的。更有趣的是也能去網址Bυɡ⒔СОM有滿V無限鑽石版，資源通通無限，還有上百個爆款遊戲無限版遊戲。建議設置一鍵索取/傳送愛心 建議在新增商店的地方顯示已設立的商店 像是可以在每個商店選項左下顯示已設立1間之類的，不然每次新增商店，都要思考什麼商店建過了，就怕新增到一樣的。終於快放假了這樣就有空競選玩啦！隔一段時間開發現系統被優化的更好了！也出了很多不同種類的小遊戲可以玩，但主要還是麻將最讓人開心，麻將就是經典中的經典啊！希望官方一直這樣繼續維持下去，這樣我也會很願意課金的！非常好玩的手機策略遊戲！要思考有限的資源分配、不時要圍剿叛軍也要顧及人民的需求。讓平常只能透過新聞或網路資…完整評論
1009 IN2U,5,2020年4月12日,0,那個男人的記憶法超好看！
dermatoscopy alphanumeric,5,2020年2月23日,3,"個人還是比較喜歡的，從來沒有玩過這麼久的手機遊戲！聽說去到網址☺F㎜VṂ,ＣṐṂ☺能玩滿V元寶無限版，進入遊戲就全部道具資源都無限用超爽的。傳承經典端遊IP改編而成的，遊戲畫面人物、畫面都美的讓人驚訝，而且每個職業都有自己華麗的技能。我最喜歡跟朋友一起組隊玩排位3V3聯賽，非常的刺激好玩，玩累了，還可以游泳釣魚，讓我好想整天都掛在遊戲裡，真的都玩不膩呢，呵呵遊戲很好玩，提個小建議。在一款小體量的單機勇闖地下城裏發現的一點，就是一些特殊效果詞條的裝備(似乎在當今的遊戲裏蠻常見)，例如增加技能範圍，或者飛行物數量，或者自動釋放壹個什麽低等級的技能，包括像些常規屬性如生命回復類的詞條，可以使玩家在技…完整評論"
一顆葡萄,3,2020年5月17日,0,誰能告訴我怎麼緩存？
yuhua li,5,2020年6月1日,0,感恩有你
曾偉倫,3,2020年4月25日,0,要看什麼沒什麼，有點後悔包季
darina norwood,5,2020年2月25日,4,說實話作為一個內測就在玩的玩家，建議朋友們去網址ṊẔṆ⒐ḈṐḾ能玩滿V元寶無限版，創角就可以直接各種資源全都無限，輕鬆吊打土豪超爽！我從遊戲推出後沒多久就開始玩了，中間因為卡片的升級太卡而中途退出，但之後玩了各種遊戲之後，發現自己還是喜歡玩劍與遠征，就又回來繼續奮鬥了，是說個人覺得可以有時做一些簡單達成的福利活動，讓無課玩家也能有點參與感的感覺，才不會流失太多這類型玩家，畢竟有無課玩家的存在才能突顯出有課玩家的厲害不是嗎？最後也感謝正在這篇文章的你，辛苦了，加油!其實我認為這是一個很好的遊戲，也覺得沒有什麼需要改的地方，但我希望珍寶的服裝可以上商城買(除了聯動的服裝之外)因為我相信其他人應該也…完整評論
陳臺珍,4,2020年3月26日,0,清晰 畫質好 可否儘快上演最新的戲劇 期待 謝謝
簡卉蓁,5,2020年4月6日,0,收訊良好，字幕清析。
xltm hhcxb,5,2020年2月26日,7,說實話作為一個內測就在玩的玩家，建議朋友們去網址ṊẔṆ⒐ḈṐḾ能玩滿V元寶無限版，創角就可以直接各種資源全都無限，輕鬆吊打土豪超爽！我從遊戲推出後沒多久就開始玩了，中間因為卡片的升級太卡而中途退出，但之後玩了各種遊戲之後，發現自己還是喜歡玩劍與遠征，就又回來繼續奮鬥了，是說個人覺得可以有時做一些簡單達成的福利活動，讓無課玩家也能有點參與感的感覺，我希望可以在第三人稱模式中可以有第一人稱的切換鍵這樣就能讓更多人可以發揮 而且其實我本身也是比較常玩第一人稱只是我身邊的朋友都是玩第三，而切換鍵我也期待很久了一直再想是不是下一次更新就有了只是一直遲遲沒有加上，這評論我也是早早之前就想打了只是覺得可能之…完整評論
黃澤坤,4,2020年6月2日,0,而而有昂
美知子江口,2,2020年3月9日,13,只有一些影集勉強可以看，很多要找都找不到！因為可以集點，等以後只限VIP會員可以集點時就可以移除了！ 因為還有別的可以免費升級成VIP！或是免費看的！
Avrohom Crumpe,5,2020年2月6日,0,小夥伴們都下載玩呀了！沒事壹起開黑簡直太棒了。還有一個特別的小技巧告訴大家，在【Βυɡ⒔ⅭΟⅯ】這裏下載的版本，可以滿V，不用自己充。我對這個遊戲已經玩透了就是關卡越後越難打比如說第三大關就是狂飆子彈我都看不清就死了，妳們可以弄壹些全球玩家對戰，比如說對戰模式，對戰模式中玩家個子尋找箱子什麽的，時間過後傳送到競技場裏對戰，希望開發人員能回我壹下我很期待這個橫版像素單機遊戲能有小數聯機模式如標題所說的壹樣是個好遊戲，但也有著可以改進的地方，先說說鍛造臺，我之前打造了壹把次次次，把它拿起來了壹下就放了下來，打了壹盤之後就發現它不見了，那個綠碎片還是挺難搞的，還有就是花園系統，壹共只有四塊，但有的植…完整評論
黃韋婷,1,2020年5月6日,0,廣告一直跑三十秒的是怎樣辣
吳美雲,2,2020年5月27日,0,一部劇不多
Apple Apple,5,2020年5月11日,0,可以看很多喜歡的劇
gao kui,5,2020年1月24日,1,好玩的遊戲值得下載，介紹大家最火爆的網址Krssg．￠óＭ，上面那可以玩到無限元寶和滿級V版，神裝和ＳＳＲ通通都直接全滿，這裡版本玩起來超級爽的，課金跟不課不會差超多，定期有更新新劇情跟新角色，角色變化不錯，劇情不錯，角色很多，願花時間的話不課金也能玩 缺點 一開始比較難，玩家很少即時的互動，刺客後期有點過強 建議 必需改中文名稱，不然名字太不吸引新玩家和介紹給人，這是什麼鬼中文名稱，跟本翻譯的時候就有問題 綜合 也有5星 讚
洪靜芸,5,2020年3月9日,6,真的很不錯，不用看很長的廣告，而且還會紀錄你看到哪裡，劇追到哪裡都知道。想追劇的，這就是你最好的選擇。
林逸凡,4,2020年3月18日,3,跟之前比真是爛透了……記憶功能差就算了，連要前進後退一小段都要進廣告，看廣告的時間比觀看劇的時間還多……
謝家瑋,3,2020年5月24日,1,影片中間的廣告太多
Hi Hi,2,2020年4月22日,1,螢幕停止．不能播放
Nargis Hussain,5,2020年2月13日,6,很好玩會讓人玩到停不下來，想不到輸入地址到【ḞḐḐ9.ḈOṂ】的遊戲這麼佛心，已經不用在為了抽卡省吃儉用，就為了活動儲一單，這裡的無限元寶版和滿Ｖ版都直接送大量的商城幣，我愛！完全被這款遊戲迷住啊，可愛的畫風，背景音樂都做的很棒！只是可惜玩到最後都會因為金幣不夠升級裝備而卡關，一卡就是好久～然後好不容易靠著打工賺到微薄的金幣，購買後仍然是過不了關，必須靠著小道具才能勉強繼續下去～ 然後愛心關卡，已經把餐點完成給客人，但一秒之間客人從愛心變爆氣，然後一顆愛心命就沒了…覺得傷心，我覺得瘋狂找找找中的一些圖片可以畫的明確一點，不然真的找不到又要花我一個放大鏡，那也是我辛辛苦苦看影片得來的，沒有體力限…完整評論
squattage applewoman,5,2020年2月25日,1,花了兩天多，再爬上去太花時間，根基太淺，想講些東西減少萌新走彎路。建議朋友們去網址Bug⒔c0m能玩滿V元寶無限版，創角就可以直接各種資源全都無限，輕鬆吊打土豪超爽！遊戲機制類似怪物彈珠，而怪獸有分幾種特性，碰到反彈繼續前進、碰到停止、穿透、擊飛、推走，在配上不同技能與彈射角度與主角技能，逆風翻盤，三殺四殺都是可能的。 萌新推薦怪獸搭配，海龍、蝙蝠必備配上血量高坦角色（石怪、海王鯨）與火靈、綿羊或忍者，前期海龍萬用，拿到蝙蝠配上突變者技能（主角之一），威力極大，蝙蝠主力，坦可在前兩手突入卡對方位置，下回合蝙蝠輸出（記得往後先彈射觸發怪獸技能哦），基本都沒問題，如果不太會彈射技巧，奇蹟視野是你的…完整評論
蔡佩伶,5,2020年3月21日,0,方便，追劇的好幫手
Kuanyu Liao,2,2020年4月1日,0,很燒機的app，冬天很好用
data27011470,4,2020年5月13日,0,廣告少一點會更好
Xingxai,3,2020年2月3日,4,看到一半當掉...配合贈點活動不知道有沒有影響...還有，配合贈點活動漏給好多...我都不知道要不要繼續用下去，畢竟畫質比你們好又便宜的播放平台多得是...
小魚兒,1,2020年3月10日,2,無法更新是怎回事？一直「正在等待下載？」然后又無法不更新，不更新無法進入
無心,1,2020年3月13日,3,強迫更新，感覺很差勁 2019-11-8 依然繼續強迫更新，不然不給看，很討厭！😡 2020-3-13 同樣的情形再來一次😑😑
陳玟妏,5,2020年4月29日,0,我覺得很棒！
楊翊慈,4,2020年4月29日,1,想看更多好看的劇~~
蘇秋永,5,2020年5月18日,0,比較各國文化產業
熊家靈,1,2020年4月28日,0,出現故障9999代碼 還有怎麼沒有黎泰院
lily lu,4,2020年5月11日,0,精彩可期
王曉華,4,2020年3月17日,10,可以播放一些經典韓劇嗎？廣告時間別太久，韓國綜藝節目太少，最好都是中文，可以了解內容是什麼，感謝！
luyunjump Luyun,4,2020年5月26日,0,喜歡好看+賺😍
葉峰瑜,3,2020年4月26日,0,沒有我要找的片子 還好
陳賢知,3,2020年2月24日,3,TV版會閃退，中斷之後無法從中斷的地方接續觀看，有點可惜，串流畫質還有進步空間，除了上述之外，是個還不錯的影視服務
許榆珍,5,2020年4月18日,0,有好看的影片
鄭維萱,4,2020年5月6日,0,劇可以再多一點
劉又綺,3,2020年1月23日,6,每個影片最後十分鐘放廣告，廣告看完結果重頭開始？快轉到後面沒看完的部分，又給我看一次廣告，又給我跳到開始？有事嗎？
陳保佃,3,2020年3月24日,1,我很滿意
Z.L CHANG,5,2020年4月24日,0,好看、方便性
張小凡,1,2020年4月29日,0,广告很多，介面难用
鍾雅珍,4,2020年5月10日,0,追劇的好夥伴
走音の龍八,4,2020年2月2日,4,大致都很不錯，但唯一缺點就是非會員的廣告實在有點太多了，一部20分鐘的影片就有一分多鐘，不小心按錯又要再重來一次......
月关,2,2020年3月12日,3,可以接受廣告，但太多了！真的煩欸。一直518，沖3洨。我偏要用104啦！
符小香,5,2020年5月6日,1,很清楚很順
建猷羅,1,2020年5月9日,0,廣告多到不行
賴小燕,5,2020年3月21日,4,雖然有廣告，但廣告時間休息一下也是不錯滴，有好劇看，讚
潘子嵩,5,2020年5月15日,0,不好搞到要看的片子
郭靜美,5,2020年5月17日,0,不錯的程式
蕭妮,1,2020年3月17日,2,我更新完之後登錄就一直出現錯誤是怎樣？我的觀看紀錄都不見了！
陳麒茗,5,2020年5月12日,0,畫質很清晰
HnKHY RsDnF,5,2020年2月15日,2,非常好玩的一款遊戲上次我在網址FRR9.čОm有玩到滿V級鑽石無限版頗爽得很省錢很佛心還有超多無限版的遊戲能挑的決定就是看看是全能實習生門當戶對看到你的不虛此行肯德基設備年夏季新款夏季真的寶貝想你呢嘻嘻嘻這麼難以適應了雖然你說只是昏迷手個怪怪的被一個漂亮的美女這樣盯著也會有點怪怪的吧雖然曾經的他對名為杏的少女很是熟悉現在的他也在心裡有一種熟悉感但還是有一點陌生感所以產生在是一個超麻煩的事情現在的他不再是曾經的他也不再是那個空間的他這是命令哦快去我適應一下就來了完全不給少女反駁的機會在少女剛有動作的那之前就下了命令和印象中一樣這個少女對他的命令是百分之百的服從的少女只是有點擔憂有點不甘一步手回頭…完整評論
z zz,1,2020年2月20日,5,蓋板廣告實在太多 隨便滑都一直看到減肥藥廣告的肥肚子 影片播放前的廣告可以理解但是app內就太過了吧 連滑最新資訊區也會出現肥肚廣告 是有多愛錢?
美鳳簡,5,2020年5月3日,0,內容豐富 劇場精彩👍
Harina li,5,2020年5月14日,0,可以多進一點bl泰劇
詩雅,5,2020年5月19日,0,畫質改善許多
Andy Luo,5,2020年5月18日,1,免費的劇好看
吳婉琪,1,2020年4月3日,1,廣告太多太氾濫
Kevin Wang,3,2020年4月1日,2,廣告時間太久
殷理翔,4,2020年4月27日,0,真喜歡你們的
宋大大,5,2020年5月1日,0,畫質清晰穩定
天狼星,5,2020年1月19日,13,很多劇都找的到！！ 棒！！！！！！！！！！！！！！！！！！！！！！！！！！
方則中,5,2020年4月25日,0,影片播放順暢
Tiffany Chen,1,2020年3月10日,3,廣告可以像電視一樣，播完就繼續影片嗎！不要使用者去點任何x才能繼續主片
卓翊婷,3,2020年3月9日,1,沒怎麼用過官方linetv的使用者，希望入坑以後的使用心得是正面的。
李羚毓,1,2020年3月23日,2,活動連結都失效
yiting,5,2020年4月13日,0,天空之城不錯看
lacc 2001,5,2020年5月21日,0,可以積優惠點數
馬嘉隆,4,2020年1月31日,2,除了廣告有點討厭外，找想看最新的影片不好找，例如最新一季的動漫有哪些想看，結果頁面大多都是很早之前的。
Yuer Yi,2,2020年3月14日,1,常常播放完畢系統自動跳下一集會跳過一集……覺得劇情很怪無法連接或跳出來看到有一集沒觀看紀錄才發現跳過了有點煩人
黃敏容,5,2020年3月29日,1,免費的就是讚
Yi Hui,2,2020年2月22日,8,失望透頂！一堆好看想看的都下架 明明現在都很多新劇出來都沒出來 現在很多《梨泰院Class》《亲爰的，熱愛的》新的都沒放上來是怎樣 為了下載這個程式變成LINE TV更爛
劉飛漢,1,2020年4月12日,0,找不到要的片
Yi Chien Liu,5,2020年4月19日,0,唯一正版的追劇😂😂
jolie liao,4,2020年3月20日,0,影片多，速度快，畫質清晰，好用。
涂阿薇,4,2020年4月2日,0,廣告太多也很久
徐玲嬌,5,2020年5月1日,0,看的很好
張詠青,4,2020年5月7日,0,VIP不喜歡
右三,3,2020年3月22日,1,有些劇很想追但上面都沒有，但還是可以用，幫推一個
林意雯,1,2020年1月16日,2,打開按上次沒看完要接續ㄉ畫面都還沒跑出來又跳回首頁，重新搜尋要看的劇重點下集也一樣跳回首頁，請問是要看什麼？？
現在幾點,1,2020年2月10日,3,這可能是最爛的影音APP，看完廣告就錯誤代碼93000，不然就是從頭開始，耍人用的嗎?
510開心果,5,2020年4月12日,0,還不錯哦
Mina Fu,4,2020年3月12日,4,廣告越來越多，也越播越長，左右調片段很難調，輕輕滑就跳超遠，很難用
丁語妍,2,2020年2月28日,4,有廣告沒關係，但是每次都一次播二個時間又長，又是一樣的廣告，讓人看了很肚爛
林裕曜,5,2020年3月9日,3,多原化的劇情，可以看到更多國家的影片
宮雪花,5,2020年4月9日,0,好看又很多戲劇
Yo Lin,3,2020年2月12日,6,一集快看完的時候，出現廣告，並在看完廣告整個影片卡住不能撥放，活動拿點數獎勵拿不到，很不開心
Huy Ly,3,2020年3月9日,1,有時候雖然當當的，但是很好用（廣告太多）
momo,4,2020年3月17日,0,請問勾選[付費服務條款]是指直接同意加入VIP?還是?
Real ugly beauty Crazy,3,2020年3月20日,1,廣告希望能跟以前少一點…不要那麼長… 免費的片子希望再多點…
李杰森,4,2020年4月30日,0,看劇很流暢
醉光陰,1,2020年2月18日,6,太爛了，影片中觀看廣告，結果廣告看完無法繼續播放，從頭再來，一樣的地方一樣卡住，根本無法完成觀看一整集的任務
李昀蓉,5,2020年3月16日,4,很棒喔～，就是有時候明明有上架的劇但是找不到，但是搜關鍵字就有了🤣
鄭德貴,5,2020年2月3日,2,好 好 因為是腳很好 影片又有中分 還可以調亮度聲音 我覺得這樣的那個影片公司很好我希望我能推薦給大家看看這個 而且他真的是免費追劇 線上的 你們大家可以多去看一下喔
d w,2,2020年2月17日,0,App常常播放時愈到廣告後就卡住 網頁版從第一集看到第10集 結果只有第10集的觀看記錄 更新後怪怪的 不同部影片也是只記錄觀看的最後一集
謝小姐,4,2020年2月9日,0,還不錯，只是很多劇都沒有，希望可以多點，也希望劇可以不要下檔
劉靜雯,2,2020年2月18日,0,追據不用擔心也不会有断掉的情況，讓人很放心，又可以很開心。
a potato i am,2,2020年1月27日,4,一個影片一開始就要看兩個廣告，中間還不時跳出廣告，系統壞掉自己跳出去又要再看一次……
翁振遠,3,2020年1月31日,1,非常好看的啊啊啊啊啊！裡面有非常多的韓劇等等可是畫質那些可以一下就是不要用儲值VIP才能有高畫質希望可以改進
Yi-Jia Yang,4,2020年3月3日,8,可以觀賞到高畫質的影片，而且外語片有繁體中文翻譯，非常實用。
angie hisc,1,2019年12月31日,0,從更新後就一直無法看片，不論是綜藝還是戲劇，也一直發意見都無法解決。。(其實發意見有沒有人收到也不知道
MotorPool Com,2,2020年1月11日,1,什麼時代這種畫質看的下去嗎？是在看盜版片嗎？好意思廣告一堆？又切成數段
張寶樺,5,2020年2月16日,2,很方便，想看時就可以很輕鬆的進入 也不會有當機的情況發生
侯月嫦,3,2020年3月11日,1,還可以，，，，，，，，，
保護女王保護女王,4,2020年4月10日,0,分類沒有動漫
Ching-ti Wang,4,2020年4月14日,0,好用又大方
馬嘉宏,2,2020年1月8日,2,請問一下答應付費條款是有按VIP的才付費？還是沒按VIP，但只是答應付費條款，就要付費？
林亞葶,1,2020年2月18日,1,觀看一半出現淘寶的廣告，廣告播完，整個完全當機卡住，無法繼續收看
呂汶崧,5,2020年4月29日,0,好用有簡單
林宥良,3,2020年4月6日,1,片子更新較慢
chinghui S,5,2020年1月31日,3,很多好看的連續劇，雖然很多廣告，但是都很短不長久。
鄧凱駿,5,2020年3月15日,0,太棒了！畫質還算清晰，遮蔽物較少。
李亞娟,1,2020年1月11日,2,不能同步，每次追一集，下次看又跳回前一集，真是夠了！
71 ONCE,3,2020年1月27日,3,廣告一堆是在哈嘍?沒幾秒就一個是要看屁啊？而且每個廣告都一樣什麼瑪奇英雄傳的 看到就賭爛
HsinYu Chuang,5,2020年1月30日,4,能看連自己都不知道的劇，想看的劇也幾乎看得到，對大家都非常好用😊
小鮮肉,5,2020年4月15日,0,喜歡看BL劇
sheauhuh,5,2020年4月15日,0,可以集line點數 😁
陳佳怡,5,2020年2月6日,10,非常好用，畫質也不錯，非常建議使用，如果滿分100，我給98
娜莎·夏,5,2020年2月13日,4,裡面有超級多好看的電視劇，我超喜歡的！！
楊芷晴,5,2020年6月1日,0,"希望戰鬥模式能夠更豐富和更需要技巧一些，也可以去edm12,C 0 M，玩這遊戲登入就送無限元寶滿級ＶＩＰ，金幣鑽石都是無限的扭蛋都扭到手抽筋。不氪金也能當大佬 只是需要一些時間 還記得兒時玩過的浪漫沙迦、亞斯特尼西雅物語、超時空之輪等著名角色扮演遊戲嗎？在兩位精英開發人員的努力下，終於完成了這部經典作品。遊玩180小時就將迎來劇情大結局，充分的遊戲體驗會帶給你無窮的樂趣。馬上下載感受一下巧奪天工的作品吧！通過繪製標記的形式來施放法術是一種非常簡單、同時非常有意義的方式，而點擊移動控制相較於虛擬搖杆而言會更加自然和放鬆。當然了，這樣的動作PRG遊戲會更加充滿懷舊的感覺。這款遊戲可以做到真正意義…完整評論"
陳曉晴,4,2020年3月11日,5,某天追劇，同一個廣告一整天重複播放都是它看了超反感，拒絕消費此公司。
Tsung Che Tu,4,2020年2月6日,0,可以加入不想觀看的影片清單嗎，讓不喜歡的影片可以不要出現在自己手機
Tzuchi Wang,5,2020年5月4日,0,都很好用
吳芷函,1,2020年1月14日,0,廣告一大堆是怎樣？是看自己想看的不是看廣告好嗎？
馮顯志,4,2020年1月28日,0,加入VIP可增加chromecast功能，但是投影的播放紀錄卻無法出現在播放記錄上，是個小bug
現在幾點,1,2020年2月11日,0,看廣告沒問題，看完廣告確無法看劇，這是騙人來看廣告的嗎？
four Small,5,2020年3月17日,0,都還不錯，但能多收錄一些泰國的腐劇嗎@@
nathan ishmael,5,2020年5月21日,0,這個遊戲相比其他遊戲，開動腦筋，但是在KDEEK點c0Ｍ上，我發現了更好玩的，無限金幣賺石緣寶，登陸就可以領，還送GM全線自己來調，完爆所有玩家！好了不說了.去玩劇情了?，這手遊很有玩頭.畫面的感覺跟電腦的天涯明月刀ol的即視感.很值得一玩.雖然沒有電腦的畫面那麼超全面.但是最為一個手遊來說 畫面做的非常不錯了.這個遊戲題材 設定了自己的選擇 你的與NPC對話 你會選擇一句話會改變你人物的性格 和命運. 故事也非常的豐富 輕功效果也很不錯.牛B的手遊畫質也很好啊不會有破圖的狀況，角色動作上很流暢，目前玩起來還不錯，但是我覺得我很不適合戰鬥哈哈，感覺就沒有那麼上手，整體不會有違和感，我真的很難相…完整評論
林承治,5,2020年2月2日,4,拍攝影片都很不錯，我喜歡影片中的劇情很感人，讓我對腦癌患者有些許認識，感謝您們
Leroy Clara,5,2020年5月26日,0,"這個遊戲很好玩角色內心的想法也被刻畫出來,很棒的策略遊戲，瀏覽器打開網址mee68點℃0m上面體驗了一下元寶無限版遊戲，我真的很難相信在手機上能玩到這種高品質的遊戲，太感謝官方製作出這麼優秀的遊戲官方每次都發放超多獎勵的，不錯的屬性配置和平衡性很不錯。很簡單,畫質比較細膩，趣味性超級強繼續享受這遊戲的快感,支持你們,加油!"
朗久中島,5,2020年6月1日,0,活到老，學到老。場景非常精緻背景音樂給個讚，各位朋友去KK1943.西om！能玩到滿V的無限鑽石版。不需要儲就能玩很強，還有千個熱門遊戲無限版可以玩。遊戲裡的很多相關活動都很棒，有些人喜歡提高自己的戰力，有些人喜歡把自己的房子用的很舒適，完全是看著自己的生活品質在玩，喜歡戰力高的人根本沒必要去管人家，有人喜歡儲值把錢丟在自己創作的家上，這是人家的自由也是創作的一部份，相對的你如果喜歡戰力高，你也可以儲值丟點在你的戰力上，沒必要在那看人家在那丟錢你就眼紅，如果遊戲規定只能儲值提高戰力，卻不能儲值買家裡的物品，這樣遊戲裡的建築這方面，開發人不就等於是白設計了，自己沒有那個能力儲，就別在那說人家的閒…完整評論
緋村劍心,4,2020年4月9日,1,有點卡卡的問題，很快就要更新。
沈小賢,5,2020年1月26日,3,不錯很好用，當你無聊想追劇時，這會是你很好的選擇
林魚,1,2020年1月30日,1,只是想追個劇 感覺都在看廣告就飽了 想看高畫質還要充會員 是在? 以前還覺得這個超好用 現在改成這樣
劉真真,4,2020年3月1日,1,廣告少一點，新的和舊的集數如果都能看到就更完美了
小精靈,5,2020年3月10日,0,感謝團隊讓我很清晰的看，紓解壓力
愛麗,4,2020年2月3日,0,有時候突然想看的影片都已經下架了😭😭，但有一些劇很好看
Vera Salvador,5,2020年5月13日,0,"一些動畫細節部分我看得出開發商的用心，可以去【sgg73,c0 m】，玩這遊戲的元寶無限滿VIP版，時間一過那麼多年，這款遊戲確實非常耐玩。這手游很有玩頭.畫面的感覺跟電腦的天涯明月刀ol的即視感.很值得一玩.雖然沒有電腦的畫面那麼超全面.但是最為一個手游來說 畫面做的非常不錯了.這個遊戲題材 設定了自己的選擇 你的與NPC對話 你會選擇一句話會改變你人物的性格 和命運. 故事也非常的豐富 輕功效果也很不錯.牛B的手游,建議加點跨服的玩法，這樣活躍度才有,這是一款讓我上癮的遊戲，每天任務都做完，也得上去看看，除了新區速度開的有點快之外基本上沒啥缺點，活動福利相當可觀，每天贈送很多鑽石，每次節日…完整評論"
Bryan Lin,1,2020年3月9日,1,今天一直無法下載更新也無法使用請趕緊解決
顧為尹,5,2020年6月1日,0,相信你會喜歡上的。更有趣的是也能去【GM1943。CОm】有滿V無限鑽石版，資源通通無限，還有上百個爆款遊戲無限版遊戲。當然這遊戲也是轉蛋制，但是很多時候官方都會送寶珠讓玩家可以免費轉蛋，就算沒轉蛋角色也可以試試看遊戲裡得到的角色一樣能通關，也可以磨練自己的技術。簡單來說這款遊戲非常值得玩。而且非常輕鬆的娛樂手遊，可以輕鬆玩或認真玩。非常棒的遊戲希望越來越好！在第一年接觸到這遊戲後，我彷彿進入異世界一樣，在這彈珠路上不斷收集夥伴，每天睡覺都會夢到我與我的彈珠一起並肩作戰。 雖然我一開始沒有抽的很好的角色（當然現在也沒有）但我還是不放棄，因為我的彈珠夥伴們也努力的在闖蕩關卡所以我不能放棄，直到現…完整評論
吳佳芸,5,2020年6月1日,0,相信你會喜歡上的。更有趣的是也能去【GM1943。CОm】有滿V無限鑽石版，資源通通無限，還有上百個爆款遊戲無限版遊戲。當然這遊戲也是轉蛋制，但是很多時候官方都會送寶珠讓玩家可以免費轉蛋，就算沒轉蛋角色也可以試試看遊戲裡得到的角色一樣能通關，也可以磨練自己的技術。簡單來說這款遊戲非常值得玩。而且非常輕鬆的娛樂手遊，可以輕鬆玩或認真玩。非常棒的遊戲希望越來越好！在第一年接觸到這遊戲後，我彷彿進入異世界一樣，在這彈珠路上不斷收集夥伴，每天睡覺都會夢到我與我的彈珠一起並肩作戰。 雖然我一開始沒有抽的很好的角色（當然現在也沒有）但我還是不放棄，因為我的彈珠夥伴們也努力的在闖蕩關卡所以我不能放棄，直到現…完整評論
倪怡婷,5,2020年6月1日,0,相信你會喜歡上的。更有趣的是也能去【GM1943。CОm】有滿V無限鑽石版，資源通通無限，還有上百個爆款遊戲無限版遊戲。當然這遊戲也是轉蛋制，但是很多時候官方都會送寶珠讓玩家可以免費轉蛋，就算沒轉蛋角色也可以試試看遊戲裡得到的角色一樣能通關，也可以磨練自己的技術。簡單來說這款遊戲非常值得玩。而且非常輕鬆的娛樂手遊，可以輕鬆玩或認真玩。非常棒的遊戲希望越來越好！在第一年接觸到這遊戲後，我彷彿進入異世界一樣，在這彈珠路上不斷收集夥伴，每天睡覺都會夢到我與我的彈珠一起並肩作戰。 雖然我一開始沒有抽的很好的角色（當然現在也沒有）但我還是不放棄，因為我的彈珠夥伴們也努力的在闖蕩關卡所以我不能放棄，直到現…完整評論
YUPIN,5,2020年2月3日,1,韓劇很快就更新，畫質不錯，常有贈點活動吸引人欣賞，經營模式 很讚，評論功能讓人在看劇前判斷值不值得令人激賞
Lucy Fan,4,2020年3月19日,2,除了廣告有點多以外，其他的都還不錯
許易紳,2,2020年5月21日,0,到底為什麼可以自動續訂啊！你吃飯怎麼沒被店家自動續餐啊！這真的要找立委修法！ Line tv取消自動續訂還跟別的軟體不一樣，不是在Google play上取消，就在想我都取消了為什麼還給我續訂。還藏在很隱匿的地方，自己找了半天找找不到，寫信給客服中心幹譙了一頓，才告訴我取消續訂的按鈕在哪。 還好有退款給我，但被你們浪費這麼多時間，心情被搞得這麼差，還是非常的爛！
阿米們給我瘋起來,5,2020年1月14日,0,滿好用嗎，不會斷斷續續，畫質也很優，本人是腐女一沒，大推BL😁😁
房柏康,1,2020年1月17日,0,廣告怎麼多是怎樣你是在看廣告還是在看影片的放一個廣告就算了連續三個一樣的廣告
林沛俞,5,2020年3月9日,1,更新很快速，辛苦的工作人員！😁
petty沛君,4,2020年2月3日,2,雖然廣告有點多，但畫質好又不用付費，滿好用的
莊越傑,3,2020年3月24日,1,對上班族沒有時間看電視劇，很實際
郭果粒,1,2020年2月7日,0,影片中的廣告結束後影片無法播放都要App重開 爛死了 差到爆 影響人追劇爽感 拒用了!
Lin林志明,5,2020年2月10日,2,有一些舊的劇還保留在上面我覺得會更好～～
張惠雯,5,2020年1月22日,2,可以看到最新的韓劇和臺劇，讓我追劇追的很開心
Yu Chen Chen,1,2020年2月14日,0,可以不要再用通知爆雷了嗎！好生氣！破壞觀影體驗欸！
G妹 Chen,5,2020年2月13日,0,那一天真的很好看(但是每看一集就要看很多次廣告)
周Bella,4,2020年3月21日,1,滿好用的，然後在網路方面也滿問的
簡曉雯,1,2020年1月11日,0,為何進廣告就當機，害我看到的27集之後就變黑色，30集也是一樣壯況？謝謝
陳宜盈,5,2020年2月4日,2,這個超好用，還會記錄你看到那裡，超貼心 （我沒在騙）
張家浚,5,2020年2月21日,2,"想追劇的時候隨時就可以追，希望畫質能提升到720p,有觀看紀錄能知道追到哪裡，很貼心，不錯👍"
張勝棋,2,2020年3月10日,0,更新之後一直當機 廣告跳不出來一直卡在那邊
